唯一代码,Q1,Q2,Q3,Q4,Total,,,
4b13d83e67c796205a1315f7a1e05ba4,0,30,30,10,70,,,
4b8a4bd19ed1bfc4895eff8a357799b1,5,30,0,10,45,,,
4cd419bf1ceee09487b9332d829bcd77,14,5,9,10,38,,,
4d956d11668d9b1f80c53ac0e37d2dcf,9,30,30,10,79,,,
4dcbf113f26c8b375c0dcbd822ea1356,12,15,15,10,52,,,
4f3c9d7ed66b38b1c799c80130967dec,14,30,15,5,64,,,
50d826c32139accecb4fdd212dd5a884,20,5,30,0,55,,,
510e0b550cd5106e6316778c72128fbc,8,0,15,10,33,,,
524fd0f1dde6805e8d8911a021e08513,#N/A,#N/A,0,0,#N/A,,,
52669e9a4a0223c88a38aace7f9fcbe1,20,30,20,5,75,,,
55638721dcee12cb1cf59969779d73fd,0,25,9,10,44,,,
55669a78df24ac65b5f70262e7b6c835,30,15,20,10,75,,,
56982d9c8a056a9c1e476bb30f72eb53,20,30,27,5,82,,,
56c666b5b273a50da5b07bd4fa032025,0,25,9,0,34,,,
587421ab7936060c3b29b1b0c8c00226,9,30,30,10,79,,,
58ceb92a357e21bb107ce95f328512b6,14,30,30,0,74,,,
590e8fc6864bd9a511c474e8baef6800,14,30,15,10,69,,,
596f397cf110d3bba5e4da625bd63b38,5,30,15,10,60,,,
5a6f98f950d1934daf89190f8d852ad7,0,5,16,0,21,,,
5b0efd9ee1338801c28fb27f61b6a3ef,5,30,15,0,50,,,
5ba9a524a089c651a088b50cfd20deab,0,0,0,10,10,,,
5d228c3a9c0acc0ebaea78c35735c97c,0,15,26,5,46,,,
5d62d3f8c9aab4d1932722338676ecdb,12,0,0,0,12,,,
5e17c31c6efc3afb450c2b1e83fd3233,0,5,12,5,22,,,
5f5aef3f6e3201f68474e1c2511e1f7a,5,15,30,10,60,,,
5fd931778350158410e30fe23a831b67,5,30,15,5,55,,,
607c713ccd424a9b4704c8d47780f0c5,17,0,12,5,34,,,
60aafd8292f894f4556fce5dc04a3b2b,5,25,12,10,55,,,
618d148f4fb319d68c3748e5adc53ca9,20,0,12,10,50,,,
61af3b9306ecd0595474400b65ed4df1,16,5,12,10,61,,,
61b65e45e3be1ddb43d6f6009cc67415,6,30,12,10,76,,,
64920965e20e7312b8e22b2a3ed5df7a,5,30,12,10,75,,,
64fb56d5bca419588e11989f97d8ffdc,5,20,12,0,34,,,
66302913e54f69e457a608cb219a74ea,27,30,12,0,85,,,
672fb7f12035ee421cf651c9f10c9a9e,27,30,12,5,92,,,
673cd0c89a2c89876b6ad85f29e5bbe7,20,30,12,10,90,,,
68a330a79c4d495a9028b382f3010eda,16,30,12,10,86,,,
6a1a545e956e1874e5f431cb1793e009,0,30,12,10,49,,,
6b23e31208c7d752dc38eca21cd3777e,26,30,12,5,91,,,
6b5b6078cacb1954cb0a85e27513efe9,5,30,12,10,75,,,
6c2479ba2c3cf95b5b361150ee342bbe,5,30,12,10,61,,,
6e334a81762f33b5ab4a6f84136473f6,5,0,12,0,17,,,
6e7f7aef481e78e76a7818b84a9e1aaf,30,30,12,5,95,,,
6fdcd904b05c8628a9453cd34e63ba5b,16,25,12,10,60,,,
6fe7fa536b33123a9ed9426e73d38d84,5,25,12,10,49,,,
703bdfc69e02d3492b50faf9d2dc0d11,20,25,12,0,50,,,
707a86c38f4ec32ed1a1fdba624c6985,27,30,12,10,97,,,
707dccd10c2af00458df65a914a00e99,5,25,12,0,39,,,
7104ec7636e752ebe4c62bd20d47add4,17,30,12,0,47,,,
71a5d630f572642e142a4d50b0512c92,26,30,12,10,96,,,
7343c85428f415f61ba7d37127587995,17,30,12,0,56,,,
73d825d22345bced28336f3b57957df9,5,5,12,5,28,,,
74049541db1d9df5d728eaccd1187e83,30,25,12,10,95,,,
74b6c2dd2bfffad13e2a33f8766e8b5b,6,30,12,5,71,,,
76445636314a1fb003996866bd8b0b06,5,20,12,10,50,,,
766eaf61be2cbab4699541bf1b60fe01,5,30,12,0,44,,,
76b64ef5dc86102159bd6ac14a681849,26,30,12,10,96,,,
7766dee465e368c2fafd946b9a003c29,5,0,12,0,5,,,
7812c8153d9091b42d4a2b98bf943a91,20,30,12,5,70,,,
79879e37502554047f07261cd23e6a09,20,0,12,10,50,,,
7a1d986bfe908e6bd6ecd1690901b0f6,5,5,12,10,50,,,
7a40c0360a44d986a7d5bd1eb28ff8dc,16,20,12,5,71,,,
7a4297561c7e11aaa7edc873ab020163,22,30,12,10,92,,,
7b3289e955adf4bb0563d6a43fe03f5b,0,25,12,0,25,,,
7c662ad83361adce02a1c36d9fa19361,5,30,12,10,75,,,
7d7a6260ac401c91f8f07976c4cad238,30,30,12,10,100,,,
7d8abd9f2661a083a65f56ce34b4daf6,5,20,12,10,44,,,
7e25dd81031048cf907492136226ec3e,20,18,12,10,63,,,
7f9bbfb35972e666c30b0468f41a496e,9,20,12,0,59,,,
801be693054614cb28dc8f2c1ba6aa89,0,5,12,0,17,,,
814c9b5936a110bee12a429479457d3d,16,30,12,5,81,,,
8471c043a21443a3432e7df9c770da88,13,30,12,10,83,,,
85e6eaba5c395250fda9100051eabcc2,5,30,12,10,75,,,
85f85f6003e250225027aed9d874fa2c,,#N/A,12,0,#N/A,,,
868a213b40baaa992dc8a8d66d5e3031,13,30,12,10,83,,,
87101c10e26f87ecab56d2681660114a,0,30,12,0,60,,,
875f31681b9ecfbd419a5cfa4a7b0456,20,30,12,10,90,,,
87dd511e70d1e5c439471a550e99574d,30,30,12,10,100,,,
888800506e2c1ba95e7f44b31e14f421,5,5,12,10,35,,,
88b0cbc2209bab0b42831b957dc96ce9,9,25,12,5,48,,,
89e7a8a9476833f5299d639dc8faae77,5,30,12,5,70,,,
8a019f18c7243b241ce752ed6103d7c0,12,20,12,5,46,,,
8d64e94410cfc0e64d59d39c330cad39,30,30,12,5,95,,,
8e16aff8957faaebc34e01ea4a9a8789,5,30,12,10,75,,,
8e306f04714d60aa23a24d64d8c5b851,5,30,12,10,75,,,
8eda37809ae6cb60ab6acc8179b67177,20,0,12,5,48,,,
8f5c39e437ce5d44755e25d231550e2b,5,30,12,10,75,,,
8f677a438f07bdc71845901ca32d911d,13,30,12,10,83,,,
9072a77eb4d498f4544feb84a19a2298,6,5,12,10,49,,,
9131b9e4148619c93055ed4c059320b0,17,30,12,10,72,,,
9155e0eec16d85d7067c19763dfbd3fb,5,20,12,5,50,,,
92d0b5ccc9193c7cc02e27814a04ca47,16,30,12,10,86,,,
9367d107e189b3b21be24d035bf037fc,17,17,12,10,53,,,
9424dd5e3f9850870b2244c009e08195,5,30,12,10,75,,,
9739926ce5a21b87d3f65bdf1165728f,5,25,12,0,60,,,
997be113ad95b7225ca8c39d09541b24,16,30,12,10,86,,,
9bae0e7604219825d32b153efb740777,20,30,12,10,90,,,
9c17a9f0118e08a6d6bee850b2221480,5,#N/A,12,0,#N/A,,,
9c18375c921a7f216b3c975482d170dd,5,30,12,10,65,,,
9c5c481c2fe85b30a231e7ccc51847c5,#N/A,#N/A,12,0,#N/A,,,
9d5b717f7d6379e7b11e384b54778f08,30,30,12,10,100,,,
9e3ba5ca4ca3c7b36a40dc4c43650ded,5,30,12,10,60,,,
9f09848f4f1b871be3c91c614fc46b76,16,30,12,5,81,,,
9f5c32b83498bf64291705e666f33029,5,30,12,10,75,,,
9f732ac42bffee1cfcbebc7c218df1fc,12,30,12,10,82,,,
9fb8169bed339eca8945e7b1f5938e12,20,30,12,10,90,,,
a14b6b21a1c6fd6197668ba48fac5d18,9,30,12,10,79,,,
a2896e217a0b423da2718be2fe572f6d,5,30,12,5,44,,,
a50f8c5773f3127b26951959d9c7e629,20,5,12,,35,,,
a63924aea2cc3d21a961aa2e1446df02,13,30,12,0,73,,,
a6b61e8c4b5c7d34b6c9fb676da3cd30,6,30,12,10,76,,,
a7d7b81937a2c2096cb1482f2af83cab,5,15,12,0,20,,,
a94a8f3c0781d8f0dd10be9d4495df75,12,20,12,10,72,,,
a96a0c73c73818676e063c92d62e1229,5,0,12,10,15,,,
a98fb950d723c5065a7b6a4829c55259,5,15,12,5,41,,,
aa8f26aa8d153d98d848ae48711ce10a,5,30,12,10,75,,,
aaabaedc7aae93eef5d75910c2c23209,5,15,12,0,32,,,
ada11b15de1099c7c9c462f4c287c474,0,30,12,10,70,,,
ae3d712adfa24640731b1d508419c40e,6,30,12,10,76,,,
af186959360b9b9eafb2fa20abd514f8,5,30,12,5,52,,,
afa2a7d2ed6f45398dc50104b25141bf,30,30,12,10,100,,,
afe3b9d6e6806cb459966197b9bf7cfc,5,30,12,10,75,,,
b0ce561e60cfd4f6f3650cc0cdce0999,,#N/A,12,0,#N/A,,,
b0d35e6aa4e47842f6199945c28a37f3,5,25,12,10,49,,,
b0e33c317c327f43ede4203ff9abbca8,30,5,12,5,68,,,
b278413431771a15e3a9cc66b59ee326,6,30,12,5,41,,,
b62c675701f8651145fc2df5cdd3eb54,5,7,12,5,26,,,
b9755dedad8d71e49639873cec854240,20,0,12,5,25,,,
bab4b59b55c2738a49128c48738be36a,20,0,12,10,30,,,
bab9471cf7f83fdc869ffa881e18c763,20,30,12,10,75,,,
bb74ef3230332e3ae877131aff044213,14,30,12,5,79,,,
bbaf9588a519d2717898261b79c7850b,5,30,12,10,66,,,
bbfcba72ba3699a2fdda942b0f82dd90,17,0,12,5,31,,,
bd2a5b8845a53d3568089d0d081cc229,5,20,12,10,35,,,
be3ef3b0f67db0e3d0689f29b8b018c7,30,5,12,0,65,,,
be51a034a4413708a8b4d2a81a941f2e,28,30,12,10,98,,,
bf02fbbf7881a13bb8f07b6beba83d38,20,30,12,5,85,,,
bff0e462acd17336057a5e6192d5f9b7,17,30,12,10,87,,,
c047e2c225a3dd03e5bba52bd9da9fb0,24,30,12,10,94,,,
c088cf9f789272d9d24c48ddda4efe90,5,0,12,0,9,,,
c0a0fad363dc6dd2a4bdc95163e83d8f,30,20,12,10,82,,,
c1d6a63a8d85277a5abdff725a77bd4b,0,5,12,0,20,,,
c35d6c9ee2aafeb9c6ad3a450caed2df,5,30,12,5,70,,,
c3b18c28642aab0303fcbe3127b2929d,0,25,12,10,65,,,
c3e0645bdd80c634d542d33263b3049f,20,30,12,0,72,,,
c459fd2c0638668b05a3346f198a6b09,20,5,12,5,42,,,
c484610f9221d053860a9eacdcba9044,5,5,12,0,17,,,
c651e4193cd7a1484d30389cd745b62c,20,20,12,10,62,,,
c7eca6de01bc362b5d25f068c315c1e3,5,5,12,10,35,,,
c8a86fcb3cd1ac28110bd6f5c34cd99e,20,15,12,0,65,,,
c906067bf108039301063a9e3c5b9abe,23,10,12,5,47,,,
c99fac900e863c264f7d5db76ba96e29,5,30,12,0,65,,,
c9d28ee466560041d076edc2268b231b,5,25,12,10,49,,,
ca719da8fd33246bf7d49e5f70c93029,20,25,12,5,80,,,
cae3a5cca782a1a932860c50be8435d2,28,30,12,10,98,,,
cbc106c1615c24f8915e72ce87ebbbee,5,30,12,0,65,,,
ccdf8619dea53b16fbf38f1fd8cf87e8,6,30,12,0,66,,,
ced3d0dffa7a4abdae6b3007ca8a72c4,20,#N/A,12,5,#N/A,,,
cee31651373507c7f9a97ec49ac4e662,5,5,12,10,35,,,
d0f9fef78fc208c9a742385190823c4b,9,25,12,0,49,,,
d27876a0b6f1e2dbe013c4434b20815f,5,5,12,0,38,,,
d47c12ef32f70dab6e33601c9e0b797e,20,30,12,10,90,,,
d5a0bdfd4afd4ea07bf350d3bed0fbf7,26,30,12,10,96,,,
d5f8bd3aded8099302b45e7553526fd8,6,30,12,10,76,,,
d770193dfa6420ce72f70bdaad9e6222,5,30,12,10,75,,,
d7e3a76e2cffec8052fba07d37d28d57,6,30,12,10,76,,,
d7fd73534c0e12d967310ef3f4c1b9f0,,#N/A,12,0,#N/A,,,
d863ab72ea13e673f79189acf72ee831,0,30,12,5,48,,,
d9155087d3181d3439c7f6a6558d4f5d,5,0,12,0,15,,,
dadb07b8203b761d7a326b8c37fb118d,20,30,12,5,85,,,
db871cf3595ef6175e4bbd672061a491,7,10,12,5,34,,,
dbcaf870dd8b7bac844028a4aef6cfde,17,30,12,5,82,,,
dc7843a559fc28d16ef6ffabbb1c03b6,28,30,12,10,98,,,
ddcacf622b2295fddb42c0fbc7645870,20,30,12,0,65,,,
ddce701caf84546f69a6ff63c4e830a7,5,5,12,5,36,,,
ddeb4dbbf2c3ae979d9b0c87ef1b5b8d,20,30,12,5,85,,,
ddfed60884867a782daf23f9f9669ccc,20,15,12,,53,,,
dee344f18062a34d0df1c9d262be5bdc,30,30,12,10,100,,,
df906df969341b64dd30340085d3d6fc,30,30,12,10,100,,,
e082c0373ca8a0863bb9e8b6006ee0bf,5,22,12,0,45,,,
e36c3a807db2fa04376da67db2a2f05e,0,30,12,10,70,,,
e439c8e96ac54480a5cdc6a39a904ca7,5,25,12,0,39,,,
e56e53eaf8bbe22f62ea674f17763059,5,30,12,0,63,,,
e6a1623bd3194b13bf2d82459bff1cf0,5,27,12,10,54,,,
e7cf4afecfc68f3ad4c2f600135c323f,23,30,12,5,83,,,
ea2d5b58e2e728cadb211f12cee00a8d,20,25,12,10,85,,,
ebdf5fc9514a1de6467042834bd682cf,20,30,12,10,90,,,
ebf44e4f847affb59a6f7697dba8d0b7,5,25,12,5,47,,,
ec2caa4cda02ad3d8ca7492562ee1740,16,5,12,0,37,,,
ec699aa9e762ff64de8fc74f022fdb9f,30,30,12,5,95,,,
ecdcb89da9029ba4db9f3e325f0f10cf,20,30,12,10,72,,,
ef3e3f634ea469e55439e43a52a417c7,30,30,12,10,100,,,
ef729f9a9a97b0a394b177971fc18e06,5,25,12,0,39,,,
f297e5d4b08b007cd037f770ac984f24,,#N/A,12,0,#N/A,,,
f2a1d7ce80068b1248e6cdd8a82a58f1,6,30,12,10,76,,,
f52de56fe5204e81bfc90efd3b360f34,16,15,12,5,36,,,
f58492a6501cb06268723c92f4929764,17,20,12,0,37,,,
f66c39a64d0dd4f306866f66e5d3c3bf,5,30,12,10,60,,,
f74b42f22fec17b7ddf5efbf0cd31951,5,30,12,5,70,,,
f7b5cefd3988e1141c9b4304aff683fa,5,20,12,10,65,,,
f8bf9c415f0645dcedbebb22d97715c5,17,30,12,0,77,,,
f8e925bbb3cc51d035cc9cfafb608065,5,30,12,0,44,,,
fb11f76e3209f00772ebc5ac1d48ebff,5,5,12,0,10,,,
fc07e20ec91c7951be68daf15751a6d7,28,30,12,0,88,,,
fc113b4996955f16adad66c4a1b89ee0,9,30,12,5,56,,,
fc479893a29cfb3fe21b3d96b168a7bf,0,30,12,10,70,,,
fcfa67e0f28566e906aa3d90460d5cc2,5,15,12,5,37,,,
fd0e4a7432be32b35834cccfb98bb0c2,16,30,12,5,81,,,
fdec7a8f5525e82c22f4832547054607,12,17,12,10,69,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
